name,latitude,longitude,datetime,windgust,windspeed,winddir,stations
calgary,51.045,-114.063,2022-04-16T12:00:00,16.9,13.1,163,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-16T13:00:00,28.2,14.4,153,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-16T14:00:00,27.9,10.1,151,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-16T15:00:00,16.2,13.4,120,"71877099999,CWXA,C8540,71393099999,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-16T16:00:00,31.7,13.2,114,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-16T17:00:00,31.2,19,152,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-16T18:00:00,19.8,23.2,94,"71877099999,CWXA,C8540,71393099999,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-16T19:00:00,27.7,20.5,104,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-16T20:00:00,27.7,17.6,135,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-16T21:00:00,24.1,15.6,150,"71877099999,CWXA,C8540,71393099999,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-16T22:00:00,8.6,17.6,142,"71877099999,CWXA,CYBW,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-16T23:00:00,6.5,13.3,176,"71877099999,CWXA,CYBW,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T00:00:00,5,10.6,294,"71877099999,CWXA,71393099999,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T01:00:00,4.7,8.2,208,"71877099999,CWXA,CYBW,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T02:00:00,4,8.1,61,"71877099999,CWXA,CYBW,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T03:00:00,2.9,6.4,26,"71877099999,CWXA,71393099999,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T04:00:00,3.2,7.1,226,"71877099999,CWXA,CYBW,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T05:00:00,4,9.2,349,"71877099999,CWXA,CYBW,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T06:00:00,4.7,3.4,360,"71877099999,CWXA,71393099999,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T07:00:00,6.8,7.8,332,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T08:00:00,29.5,6.4,312,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T09:00:00,15.8,22.3,339,"71877099999,CWXA,C8540,71393099999,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T10:00:00,18.7,20.8,351,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T11:00:00,27.7,20,8,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T12:00:00,18.4,24.1,4,"71877099999,CWXA,C8540,71393099999,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T13:00:00,33.5,14.9,16,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T14:00:00,33.4,17.7,342,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T15:00:00,27.7,14.3,11,"71877099999,CWXA,C8540,71393099999,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T16:00:00,6.8,7.9,296,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T17:00:00,2.5,7.4,336,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T18:00:00,5.4,8.8,33,"71877099999,CWXA,C8540,71393099999,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T19:00:00,7.9,11.8,74,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T20:00:00,10.8,10.4,86,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T21:00:00,8.6,8,101,"71877099999,CWXA,C8540,71393099999,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T22:00:00,11.9,9.4,137,"71877099999,CWXA,CYBW,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-17T23:00:00,19.4,7.8,144,"71877099999,CWXA,CYBW,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-18T00:00:00,17.6,9.2,163,"71877099999,CWXA,71393099999,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-18T01:00:00,17.3,10.4,180,"71877099999,CWXA,CYBW,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-18T02:00:00,23.8,12.4,178,"71877099999,CWXA,CYBW,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-18T03:00:00,29.9,12.1,176,"71877099999,CWXA,71393099999,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-18T04:00:00,25.9,11.3,188,"71877099999,CWXA,CYBW,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-18T05:00:00,15.5,6.7,215,"71877099999,CWXA,CYBW,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-18T06:00:00,9.4,6.8,228,"71877099999,CWXA,71393099999,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-18T07:00:00,6.1,14.6,240,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-18T08:00:00,8.6,6.8,233,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-18T09:00:00,15.5,7.3,243,"71877099999,CWXA,C8540,71393099999,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-18T10:00:00,22.3,9.3,126,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-18T11:00:00,29.8,14.6,166,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-18T12:00:00,33.1,25.8,176,"71877099999,CWXA,C8540,71393099999,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-18T13:00:00,46.2,27.3,168,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-18T14:00:00,42.7,24.1,168,"71877099999,CWXA,CYBW,C8540,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-18T15:00:00,33.5,28.6,121,"71877099999,CWXA,C8540,71393099999,71235099999,71232099999,CYYC"
calgary,51.045,-114.063,2022-04-18T16:00:00,53.1,28.1,148,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-18T17:00:00,50.6,27.6,154,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-18T18:00:00,33.1,24.9,156,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-18T19:00:00,47.9,30.3,171,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-18T20:00:00,42.1,28.9,160,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-18T21:00:00,44.3,20.4,156,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-18T22:00:00,35.5,19.9,160,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-18T23:00:00,35.4,21.4,162,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-19T00:00:00,42.1,21.1,170,"71877099999,CPST,71495099999,71526099999,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-19T01:00:00,33.5,16,180,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-19T02:00:00,33.5,9.6,174,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-19T03:00:00,13,2.5,96,"71877099999,CPST,71495099999,71526099999,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-19T04:00:00,37.1,12.4,170,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-19T05:00:00,4.7,7.9,56,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-19T06:00:00,8.6,8.8,57,"71877099999,CPST,71495099999,71526099999,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-19T07:00:00,15.8,13.7,131,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-19T08:00:00,33.5,11.2,162,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-19T09:00:00,6.8,9.6,164,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-19T10:00:00,33.5,3.9,70,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-19T11:00:00,13.7,6,32,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-19T12:00:00,13.3,3.2,334,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-19T13:00:00,33.5,13,291,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-19T14:00:00,41.2,22.4,323,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-19T15:00:00,41.4,31.4,339,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-19T16:00:00,51,37.3,339,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-19T17:00:00,47.1,36.5,340,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-19T18:00:00,51.1,27.7,336,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-19T19:00:00,43.9,31,330,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-19T20:00:00,51.4,35.6,355,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-19T21:00:00,60.1,33.3,338,"71877099999,CPST,71495099999,71526099999,71393099999,E5393,71235099999"
calgary,51.045,-114.063,2022-04-19T22:00:00,46,34.3,334,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-19T23:00:00,49.1,35.3,347,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-20T00:00:00,47.5,33.4,338,"71877099999,CPST,71495099999,71526099999,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-20T01:00:00,40,30,332,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-20T02:00:00,42.8,26.9,342,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-20T03:00:00,55.1,27.6,330,"71877099999,CPST,71495099999,71526099999,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-20T04:00:00,43.1,27.8,333,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-20T05:00:00,42.8,29.7,350,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-20T06:00:00,49.3,27.9,348,"71877099999,CPST,71495099999,71526099999,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-20T07:00:00,30.3,17.9,352,"71877099999,CPST,71495099999,71526099999,71235099999,E7122,CYYC"
calgary,51.045,-114.063,2022-04-20T08:00:00,38.9,17.8,356,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-20T09:00:00,33.8,11,343,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-20T10:00:00,35.3,18.2,352,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-20T11:00:00,31.3,20.1,352,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-20T12:00:00,16.9,19.3,13,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-20T13:00:00,10.1,11.8,4,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-20T14:00:00,7.9,6.8,40,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-20T15:00:00,10.1,16.4,63,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-20T16:00:00,11.2,13.6,91,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-20T17:00:00,13.3,13.6,113,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-20T18:00:00,18.4,12.1,121,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-20T19:00:00,21.6,15.3,126,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-20T20:00:00,26.3,13.5,134,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-20T21:00:00,30.6,12,140,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-20T22:00:00,36.7,15,126,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-20T23:00:00,43.6,12.5,134,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-21T00:00:00,42.8,12.8,141,"71877099999,CPST,71495099999,71526099999,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-21T01:00:00,34,18.1,175,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-21T02:00:00,38.2,19.1,173,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-21T03:00:00,46.1,26.2,175,"71877099999,CPST,71495099999,71526099999,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-21T04:00:00,36.2,22.9,175,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-21T05:00:00,31.9,17.2,161,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-21T06:00:00,42.5,17.7,157,"71877099999,CPST,71495099999,71526099999,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-21T07:00:00,37.6,11.5,156,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-21T08:00:00,34,19,168,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-21T09:00:00,47.5,19.3,185,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-21T10:00:00,33.5,27.3,171,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-21T11:00:00,53.1,31,168,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-21T12:00:00,28.4,29,170,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-21T13:00:00,41,22.7,154,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-21T14:00:00,44.9,23.6,131,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-21T15:00:00,25.9,22.6,134,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-21T16:00:00,33.8,19.9,128,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-21T17:00:00,37.8,25,115,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-21T18:00:00,22.3,25.9,124,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-21T19:00:00,33.5,20,119,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-21T20:00:00,29.2,21.1,134,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-21T21:00:00,27.4,16.5,130,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-21T22:00:00,27.4,17.6,136,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-21T23:00:00,19.8,15.6,136,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-22T00:00:00,10.8,11.5,124,"71877099999,CPST,71495099999,71526099999,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-22T01:00:00,9.7,7.3,158,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-22T02:00:00,6.8,9.3,134,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-22T03:00:00,6.5,7.1,102,"71877099999,CPST,71495099999,71526099999,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-22T04:00:00,6.1,6.4,136,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-22T05:00:00,4.3,4.8,85,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-22T06:00:00,6.5,6.7,65,"71877099999,CPST,71495099999,71526099999,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-22T07:00:00,5.4,9.8,13,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-22T08:00:00,5.4,5.3,338,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-22T09:00:00,5,5.2,340,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-22T10:00:00,9,10,11,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-22T11:00:00,10.8,10.1,356,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-22T12:00:00,10.4,10.7,2,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-22T13:00:00,10.8,13.8,22,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-22T14:00:00,11.2,17.4,43,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-22T15:00:00,9.4,14.9,19,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-22T16:00:00,10.4,13.4,12,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-22T17:00:00,31.3,13.4,14,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-22T18:00:00,14,14.7,352,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-22T19:00:00,9.7,14.2,359,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-22T20:00:00,11.5,11.1,343,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-22T21:00:00,10.1,8.9,340,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-22T22:00:00,5.4,9.7,347,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-22T23:00:00,8.3,9.7,346,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-23T00:00:00,5.8,12.3,340,"71877099999,CPST,71495099999,71526099999,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-23T01:00:00,4.3,10.4,337,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-23T02:00:00,2.5,9.1,335,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-23T03:00:00,2.2,7,339,"71877099999,CPST,71495099999,71526099999,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-23T04:00:00,7.2,7.3,341,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-23T05:00:00,6.5,11.8,335,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-23T06:00:00,14.8,7.4,316,"71877099999,CPST,71495099999,71526099999,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-23T07:00:00,8.6,7.1,287,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-23T08:00:00,11.5,9.1,333,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-23T09:00:00,10.1,8,25,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-23T10:00:00,9.4,14,343,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-23T11:00:00,8.3,15.3,338,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-23T12:00:00,9.7,15.8,351,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-23T13:00:00,27.7,18.3,6,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-23T14:00:00,29.5,17.9,11,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-23T15:00:00,13.7,15.3,11,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-23T16:00:00,11.9,14.3,26,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-23T17:00:00,11.5,12.5,47,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-23T18:00:00,11.5,8.9,34,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-23T19:00:00,8.3,4.6,60,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-23T20:00:00,9.7,9.9,23,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-23T21:00:00,5.8,9.8,347,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-23T22:00:00,4.3,5.1,4,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-23T23:00:00,40.7,5.5,298,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-24T00:00:00,2.2,5.2,154,"71877099999,CPST,71495099999,71526099999,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-24T01:00:00,4.7,8.7,76,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-24T02:00:00,5.4,3.3,47,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-24T03:00:00,5,2.7,312,"71877099999,CPST,71495099999,71526099999,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-24T04:00:00,4.7,5,254,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-24T05:00:00,4,3.7,290,"71877099999,CPST,71495099999,71526099999,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-24T06:00:00,3.2,4.8,314,"71877099999,CPST,71495099999,71526099999,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-24T07:00:00,3.2,4.8,1,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-24T08:00:00,2.9,2.8,339,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-24T09:00:00,6.1,6.9,209,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-24T10:00:00,10.1,2.1,346,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-24T11:00:00,13.7,5.4,349,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-24T12:00:00,12.2,3.1,7,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-24T13:00:00,10.4,0.7,24,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-24T14:00:00,9.4,6,87,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-24T15:00:00,9,11.8,108,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-24T16:00:00,31.7,9.3,115,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-24T17:00:00,11.9,8.4,125,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-24T18:00:00,14,16.7,130,"71877099999,CPST,71495099999,71526099999,C8540,71393099999,71235099999"
calgary,51.045,-114.063,2022-04-24T19:00:00,15.1,18.3,116,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
calgary,51.045,-114.063,2022-04-24T20:00:00,20.9,16.2,118,"71877099999,CPST,71495099999,71526099999,C8540,71235099999,CYYC"
